order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
2,2,Mar,Saturday,18,25.0,25.0,S,Supreme,The Soppressata Pizza
1,1,May,Saturday,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,Feb,Saturday,21,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Apr,Friday,13,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
3,3,Jun,Monday,13,48.0,48.0,M,Veggie,The Mexicana Pizza
1,1,May,Tuesday,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Feb,Saturday,17,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Mar,Wednesday,18,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,Jul,Sunday,12,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,Oct,Wednesday,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,Jul,Wednesday,14,33.0,33.0,M,Supreme,The Pepper Salami Pizza
1,1,Jul,Sunday,16,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Nov,Friday,22,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Oct,Sunday,16,16.0,16.0,M,Classic,The Greek Pizza
1,2,Aug,Sunday,19,16.25,32.5,M,Supreme,The Calabrese Pizza
2,2,Nov,Sunday,16,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
3,3,Jun,Saturday,18,49.5,49.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Nov,Saturday,19,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,Nov,Saturday,18,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
2,2,Oct,Tuesday,21,24.0,24.0,S,Veggie,The Spinach and Feta Pizza
1,1,Aug,Tuesday,12,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,Oct,Tuesday,16,20.75,20.75,L,Supreme,The Spicy Italian Pizza
3,3,Aug,Wednesday,18,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,Nov,Thursday,13,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,2,Jun,Friday,20,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
3,3,Jul,Tuesday,15,61.5,61.5,L,Classic,The Italian Capocollo Pizza
1,1,Aug,Tuesday,21,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Sep,Sunday,20,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Saturday,12,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,Aug,Friday,22,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Jun,Wednesday,18,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
2,2,Aug,Tuesday,12,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
3,3,Sep,Monday,17,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,Aug,Friday,11,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Aug,Sunday,18,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,Aug,Tuesday,16,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Sep,Thursday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
2,2,Oct,Tuesday,15,41.5,41.5,L,Supreme,The Soppressata Pizza
3,3,Sep,Sunday,18,53.85000228881836,53.85000228881836,L,Veggie,The Four Cheese Pizza
2,2,Jul,Saturday,19,33.0,33.0,M,Supreme,The Spicy Italian Pizza
2,2,Oct,Wednesday,13,33.0,33.0,M,Supreme,The Spicy Italian Pizza
4,4,Nov,Monday,12,67.0,67.0,M,Chicken,The California Chicken Pizza
2,2,Jul,Saturday,21,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,Sep,Monday,20,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Nov,Sunday,16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,Jul,Saturday,21,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,Oct,Friday,12,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,Sep,Tuesday,19,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Oct,Saturday,14,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Nov,Sunday,11,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Jul,Wednesday,19,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Sep,Monday,11,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,Nov,Thursday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Nov,Thursday,19,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Jul,Saturday,17,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,Jun,Sunday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
5,5,Aug,Sunday,17,62.5,62.5,M,Classic,The Pepperoni Pizza
2,2,Aug,Saturday,21,41.0,41.0,L,Classic,The Napolitana Pizza
1,1,Sep,Friday,16,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Oct,Friday,20,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Aug,Monday,14,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,Jul,Thursday,16,16.0,16.0,M,Classic,The Greek Pizza
2,2,Jun,Sunday,20,30.5,30.5,L,Classic,The Pepperoni Pizza
1,1,Nov,Friday,17,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Sep,Friday,13,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,Nov,Wednesday,14,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,Jul,Wednesday,19,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,Nov,Thursday,16,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Oct,Tuesday,19,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Sep,Wednesday,13,40.5,40.5,L,Veggie,The Spinach and Feta Pizza
1,1,Aug,Tuesday,16,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Aug,Wednesday,18,20.5,20.5,L,Classic,The Greek Pizza
1,1,Aug,Wednesday,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Sep,Sunday,14,20.25,20.25,L,Supreme,The Sicilian Pizza
2,3,Nov,Wednesday,12,25.0,37.5,M,Classic,The Pepperoni Pizza
1,1,Sep,Monday,17,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Nov,Friday,21,16.25,16.25,M,Supreme,The Calabrese Pizza
2,2,Jul,Thursday,12,25.0,25.0,S,Supreme,The Pepper Salami Pizza
1,1,Nov,Saturday,21,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Aug,Monday,17,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Aug,Tuesday,15,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Aug,Saturday,16,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Sep,Saturday,11,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Nov,Thursday,11,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Aug,Sunday,21,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Sep,Saturday,12,12.0,12.0,S,Veggie,The Mediterranean Pizza
3,3,Dec,Monday,17,76.5,76.5,XL,Classic,The Greek Pizza
2,2,Dec,Friday,13,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Dec,Tuesday,12,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
2,2,Dec,Wednesday,17,25.0,25.0,S,Supreme,The Spicy Italian Pizza
2,2,Dec,Sunday,15,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Dec,Friday,13,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,Dec,Monday,21,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Nov,Monday,15,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,Dec,Saturday,13,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,Dec,Thursday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Dec,Thursday,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Dec,Saturday,12,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Dec,Thursday,13,12.0,12.0,S,Classic,The Napolitana Pizza
3,3,Mar,Saturday,17,53.85000228881836,53.85000228881836,L,Veggie,The Four Cheese Pizza
1,1,Feb,Sunday,21,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,May,Friday,20,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,Feb,Thursday,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
3,3,Jan,Friday,18,29.25,29.25,S,Classic,The Pepperoni Pizza
1,1,Feb,Wednesday,21,16.75,16.75,M,Chicken,The California Chicken Pizza
3,3,May,Sunday,20,48.0,48.0,M,Veggie,The Spinach and Feta Pizza
1,1,May,Friday,20,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,2,May,Monday,14,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,Jan,Saturday,13,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,May,Wednesday,14,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
2,2,May,Sunday,14,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,Jan,Friday,21,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,Mar,Friday,20,24.0,24.0,S,Classic,The Big Meat Pizza
3,3,Mar,Friday,21,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,Mar,Tuesday,13,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,Mar,Friday,13,40.5,40.5,L,Veggie,The Vegetables + Vegetables Pizza
2,2,Jun,Thursday,16,40.5,40.5,L,Supreme,The Calabrese Pizza
2,2,Jan,Wednesday,18,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,May,Tuesday,21,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Jan,Saturday,16,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,Apr,Monday,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Apr,Monday,17,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,May,Thursday,20,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,Jan,Friday,19,40.5,40.5,L,Supreme,The Sicilian Pizza
2,2,Mar,Friday,21,41.0,41.0,L,Classic,The Italian Capocollo Pizza
2,2,Jan,Wednesday,14,24.0,24.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jan,Sunday,13,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,Mar,Friday,17,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,May,Thursday,18,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Feb,Friday,21,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Mar,Saturday,20,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Feb,Friday,17,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,Mar,Wednesday,12,32.0,32.0,M,Classic,The Italian Capocollo Pizza
1,1,Apr,Thursday,15,16.5,16.5,M,Supreme,The Soppressata Pizza
2,2,May,Sunday,16,35.900001525878906,35.900001525878906,L,Veggie,The Four Cheese Pizza
1,1,Apr,Thursday,17,16.25,16.25,M,Supreme,The Sicilian Pizza
2,2,Apr,Thursday,20,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,Feb,Friday,20,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,4,Feb,Friday,17,41.5,83.0,L,Chicken,The California Chicken Pizza
2,2,Mar,Friday,13,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,May,Monday,14,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jun,Friday,19,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
2,2,May,Monday,20,37.0,37.0,L,Veggie,The Five Cheese Pizza
2,2,Feb,Friday,18,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,May,Thursday,10,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,May,Sunday,17,24.0,24.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jan,Sunday,18,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Apr,Tuesday,21,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Feb,Sunday,12,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,Apr,Wednesday,11,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Feb,Thursday,19,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Feb,Monday,18,12.25,12.25,S,Supreme,The Calabrese Pizza
3,3,Mar,Monday,13,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
2,2,Mar,Tuesday,12,32.0,32.0,M,Classic,The Classic Deluxe Pizza
2,2,Jun,Monday,15,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,Jan,Sunday,14,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Apr,Sunday,12,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Mar,Wednesday,20,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Apr,Saturday,13,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,Jan,Monday,11,24.0,24.0,S,Classic,The Big Meat Pizza
1,1,Jan,Friday,15,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,Jun,Monday,16,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Mar,Thursday,14,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Feb,Friday,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Feb,Sunday,19,16.0,16.0,M,Classic,The Greek Pizza
1,1,Mar,Friday,15,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,May,Tuesday,16,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,Apr,Friday,23,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,Jan,Tuesday,12,25.0,25.0,S,Supreme,The Soppressata Pizza
1,1,Feb,Saturday,17,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,Apr,Wednesday,11,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,Apr,Wednesday,16,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Apr,Friday,20,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,Apr,Thursday,16,12.25,12.25,S,Supreme,The Calabrese Pizza
1,1,Mar,Friday,19,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Mar,Monday,15,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,May,Wednesday,22,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,May,Saturday,17,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,May,Friday,20,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Feb,Sunday,19,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Feb,Thursday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,Apr,Tuesday,12,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,Apr,Thursday,17,20.5,20.5,L,Classic,The Classic Deluxe Pizza
3,3,Jun,Monday,15,44.25,44.25,M,Veggie,The Four Cheese Pizza
1,1,Mar,Friday,20,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,Apr,Wednesday,17,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Jan,Wednesday,16,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Feb,Tuesday,12,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Feb,Tuesday,22,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,Mar,Sunday,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,Apr,Thursday,18,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,Apr,Saturday,15,12.0,12.0,S,Classic,The Greek Pizza
1,1,Aug,Wednesday,14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
2,2,Aug,Thursday,12,41.0,41.0,L,Classic,The Italian Capocollo Pizza
2,2,Jul,Friday,12,32.0,32.0,M,Classic,The Italian Capocollo Pizza
1,1,Aug,Friday,14,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Aug,Saturday,12,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Aug,Tuesday,20,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Jul,Friday,15,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,Nov,Saturday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Jul,Monday,12,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
2,2,Jul,Friday,20,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
2,2,Aug,Saturday,18,41.0,41.0,L,Classic,The Italian Capocollo Pizza
2,2,Oct,Wednesday,16,33.0,33.0,M,Veggie,The Spinach Pesto Pizza
2,2,Nov,Sunday,13,33.5,33.5,M,Chicken,The California Chicken Pizza
3,3,Jul,Thursday,11,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,Sep,Wednesday,14,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,Jun,Thursday,13,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
6,8,Oct,Friday,13,111.0,148.0,L,Veggie,The Five Cheese Pizza
1,1,Jul,Tuesday,17,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Aug,Monday,12,48.0,48.0,M,Classic,The Classic Deluxe Pizza
1,1,Sep,Tuesday,13,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Nov,Friday,21,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
2,2,Nov,Wednesday,16,24.0,24.0,S,Veggie,The Mexicana Pizza
3,3,Sep,Wednesday,17,62.25,62.25,L,Chicken,The California Chicken Pizza
2,2,Sep,Tuesday,19,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
1,1,Jul,Thursday,12,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
1,1,Aug,Friday,18,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,Oct,Tuesday,22,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,Aug,Sunday,15,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,Aug,Monday,12,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Sep,Wednesday,17,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1,1,Sep,Friday,14,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,Sep,Monday,17,12.0,12.0,S,Veggie,The Mexicana Pizza
1,1,Jun,Friday,20,20.5,20.5,L,Classic,The Classic Deluxe Pizza
3,3,Nov,Monday,15,60.75,60.75,L,Veggie,The Mexicana Pizza
1,1,Nov,Sunday,17,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Jul,Sunday,15,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
3,3,Nov,Saturday,12,37.5,37.5,M,Classic,The Pepperoni Pizza
1,1,Sep,Sunday,21,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Nov,Monday,13,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Sep,Tuesday,13,36.0,36.0,S,Classic,The Classic Deluxe Pizza
1,1,Nov,Sunday,13,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Oct,Sunday,17,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Jul,Monday,13,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Aug,Friday,13,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,Nov,Thursday,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,Aug,Sunday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,Jul,Sunday,21,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Monday,14,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Sep,Friday,18,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,Jul,Thursday,20,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Jul,Monday,15,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
2,2,Nov,Friday,16,25.0,25.0,S,Supreme,The Pepper Salami Pizza
1,1,Jul,Wednesday,15,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Jul,Wednesday,19,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Jun,Wednesday,14,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Jul,Friday,16,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,Aug,Saturday,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Sep,Thursday,19,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
